DATE,PTS,AST,TRB,Player,Position
2009-11-02,18,8,6,Deron Williams,24
2009-11-03,22,5,5,Deron Williams,24
2009-11-05,27,9,7,Deron Williams,24
2009-11-07,29,15,3,Deron Williams,24
2009-11-09,5,16,6,Deron Williams,24
2009-11-11,13,4,7,Deron Williams,24
2009-11-18,20,9,6,Deron Williams,24
2009-11-19,21,9,3,Deron Williams,24
2009-11-21,14,11,2,Deron Williams,24
2009-11-24,10,9,7,Deron Williams,24
2009-11-26,21,6,3,Deron Williams,24
2009-11-28,24,15,6,Deron Williams,24
2009-11-30,22,6,2,Deron Williams,24
2009-12-04,11,13,4,Deron Williams,24
2009-12-05,18,11,2,Deron Williams,24
2009-12-07,17,11,3,Deron Williams,24
2009-12-09,17,8,2,Deron Williams,24
2009-12-10,32,15,8,Deron Williams,24
2009-12-12,21,11,4,Deron Williams,24
2009-12-14,38,13,3,Deron Williams,24
2009-12-16,20,14,4,Deron Williams,24
2009-12-18,2,4,3,Deron Williams,24
2009-12-19,23,10,3,Deron Williams,24
2009-12-21,18,12,2,Deron Williams,24
2009-12-23,18,6,1,Deron Williams,24
2009-12-26,27,8,5,Deron Williams,24
2009-12-30,21,12,6,Deron Williams,24
2009-12-31,14,3,1,Deron Williams,24
2010-01-02,16,6,5,Deron Williams,24
2010-01-04,17,11,3,Deron Williams,24
2010-01-09,20,9,2,Deron Williams,24
2010-01-11,23,10,3,Deron Williams,24
2010-01-14,7,5,0,Deron Williams,24
2010-01-16,18,6,5,Deron Williams,24
2010-01-17,23,13,3,Deron Williams,24
2010-01-20,18,10,5,Deron Williams,24
2010-01-23,4,8,5,Deron Williams,24
2010-01-25,18,11,3,Deron Williams,24
2010-01-27,24,7,5,Deron Williams,24
2010-02-01,18,15,7,Deron Williams,24
2010-02-03,13,13,4,Deron Williams,24
2010-02-06,22,9,4,Deron Williams,24
2010-02-09,13,11,6,Deron Williams,24
2010-02-10,11,10,9,Deron Williams,24
2010-02-16,17,15,3,Deron Williams,24
2010-02-17,16,10,5,Deron Williams,24
2010-02-19,9,11,3,Deron Williams,24
2010-02-21,18,12,7,Deron Williams,24
2010-02-24,20,12,4,Deron Williams,24
2010-02-26,10,13,3,Deron Williams,24
2010-02-27,35,13,7,Deron Williams,24
2010-03-01,13,13,2,Deron Williams,24
2010-03-04,27,9,0,Deron Williams,24
2010-03-06,10,10,3,Deron Williams,24
2010-03-09,28,17,1,Deron Williams,24
2010-03-10,18,12,3,Deron Williams,24
2010-03-12,11,9,6,Deron Williams,24
2010-03-14,27,14,2,Deron Williams,24
2010-03-15,17,11,5,Deron Williams,24
2010-03-17,9,11,4,Deron Williams,24
2010-03-19,13,6,1,Deron Williams,24
2010-03-20,17,11,4,Deron Williams,24
2010-03-22,22,11,4,Deron Williams,24
2010-03-24,18,16,8,Deron Williams,24
2010-03-26,21,12,6,Deron Williams,24
2010-03-27,20,12,5,Deron Williams,24
2010-03-29,23,14,3,Deron Williams,24
2010-03-31,8,19,3,Deron Williams,24
2010-04-02,20,10,1,Deron Williams,24
2010-04-06,42,10,3,Deron Williams,24
2010-04-07,12,7,3,Deron Williams,24
2010-04-09,27,16,4,Deron Williams,24
2010-04-13,10,7,5,Deron Williams,24
2010-04-14,24,6,5,Deron Williams,24
2009-10-28,16,0,5,Amar'e Stoudemire,25
2009-10-30,20,0,5,Amar'e Stoudemire,25
2009-11-01,19,1,8,Amar'e Stoudemire,25
2009-11-03,16,3,11,Amar'e Stoudemire,25
2009-11-04,25,0,14,Amar'e Stoudemire,25
2009-11-06,22,2,7,Amar'e Stoudemire,25
2009-11-08,17,0,12,Amar'e Stoudemire,25
2009-11-09,17,2,6,Amar'e Stoudemire,25
2009-11-11,21,0,6,Amar'e Stoudemire,25
2009-11-12,8,0,5,Amar'e Stoudemire,25
2009-11-15,30,2,8,Amar'e Stoudemire,25
2009-11-17,23,4,6,Amar'e Stoudemire,25
2009-11-19,23,1,5,Amar'e Stoudemire,25
2009-11-22,21,0,5,Amar'e Stoudemire,25
2009-11-25,28,2,4,Amar'e Stoudemire,25
2009-11-27,12,0,3,Amar'e Stoudemire,25
2009-11-29,18,1,7,Amar'e Stoudemire,25
2009-12-01,14,2,5,Amar'e Stoudemire,25
2009-12-02,14,0,12,Amar'e Stoudemire,25
2009-12-05,18,0,21,Amar'e Stoudemire,25
2009-12-06,18,1,8,Amar'e Stoudemire,25
2009-12-08,20,3,5,Amar'e Stoudemire,25
2009-12-11,28,2,10,Amar'e Stoudemire,25
2009-12-12,13,0,8,Amar'e Stoudemire,25
2009-12-15,28,0,14,Amar'e Stoudemire,25
2009-12-17,27,1,11,Amar'e Stoudemire,25
2009-12-19,23,1,14,Amar'e Stoudemire,25
2009-12-21,14,0,12,Amar'e Stoudemire,25
2009-12-23,35,2,14,Amar'e Stoudemire,25
2009-12-25,26,3,9,Amar'e Stoudemire,25
2009-12-26,9,0,7,Amar'e Stoudemire,25
2009-12-28,26,0,6,Amar'e Stoudemire,25
2009-12-30,26,0,7,Amar'e Stoudemire,25
2010-01-02,29,2,6,Amar'e Stoudemire,25
2010-01-05,24,2,8,Amar'e Stoudemire,25
2010-01-06,25,1,11,Amar'e Stoudemire,25
2010-01-08,18,0,18,Amar'e Stoudemire,25
2010-01-11,23,1,10,Amar'e Stoudemire,25
2010-01-13,21,1,5,Amar'e Stoudemire,25
2010-01-15,28,1,14,Amar'e Stoudemire,25
2010-01-16,19,1,7,Amar'e Stoudemire,25
2010-01-18,12,0,9,Amar'e Stoudemire,25
2010-01-20,27,2,7,Amar'e Stoudemire,25
2010-01-22,23,2,5,Amar'e Stoudemire,25
2010-01-23,15,1,5,Amar'e Stoudemire,25
2010-01-25,16,0,5,Amar'e Stoudemire,25
2010-01-26,12,1,5,Amar'e Stoudemire,25
2010-01-28,22,1,1,Amar'e Stoudemire,25
2010-01-31,36,1,11,Amar'e Stoudemire,25
2010-02-01,25,1,12,Amar'e Stoudemire,25
2010-02-03,20,1,17,Amar'e Stoudemire,25
2010-02-05,30,0,9,Amar'e Stoudemire,25
2010-02-10,24,2,9,Amar'e Stoudemire,25
2010-02-16,21,0,10,Amar'e Stoudemire,25
2010-02-17,30,3,14,Amar'e Stoudemire,25
2010-02-19,22,0,8,Amar'e Stoudemire,25
2010-02-21,19,0,14,Amar'e Stoudemire,25
2010-02-23,30,1,9,Amar'e Stoudemire,25
2010-02-24,22,1,4,Amar'e Stoudemire,25
2010-02-26,20,2,3,Amar'e Stoudemire,25
2010-02-28,41,1,12,Amar'e Stoudemire,25
2010-03-01,19,1,10,Amar'e Stoudemire,25
2010-03-03,30,1,14,Amar'e Stoudemire,25
2010-03-04,30,0,7,Amar'e Stoudemire,25
2010-03-06,30,1,6,Amar'e Stoudemire,25
2010-03-12,29,0,16,Amar'e Stoudemire,25
2010-03-14,36,0,12,Amar'e Stoudemire,25
2010-03-16,25,0,4,Amar'e Stoudemire,25
2010-03-19,44,0,7,Amar'e Stoudemire,25
2010-03-21,18,0,14,Amar'e Stoudemire,25
2010-03-22,37,2,8,Amar'e Stoudemire,25
2010-03-26,18,3,9,Amar'e Stoudemire,25
2010-03-28,30,3,17,Amar'e Stoudemire,25
2010-03-30,21,2,11,Amar'e Stoudemire,25
2010-03-31,15,0,4,Amar'e Stoudemire,25
2010-04-02,29,2,6,Amar'e Stoudemire,25
2010-04-03,22,0,8,Amar'e Stoudemire,25
2010-04-07,29,1,8,Amar'e Stoudemire,25
2010-04-09,24,0,15,Amar'e Stoudemire,25
2010-04-11,35,1,13,Amar'e Stoudemire,25
2010-04-13,26,2,8,Amar'e Stoudemire,25
2010-04-14,20,1,7,Amar'e Stoudemire,25
2009-10-28,16,4,1,Manu Ginóbili,26
2009-10-29,12,4,6,Manu Ginóbili,26
2009-10-31,13,3,1,Manu Ginóbili,26
2009-11-05,11,2,2,Manu Ginóbili,26
2009-11-06,17,4,2,Manu Ginóbili,26
2009-11-09,36,8,4,Manu Ginóbili,26
2009-11-11,13,5,4,Manu Ginóbili,26
2009-11-14,7,6,4,Manu Ginóbili,26
2009-11-18,2,2,0,Manu Ginóbili,26
2009-11-29,8,2,2,Manu Ginóbili,26
2009-12-03,11,3,3,Manu Ginóbili,26
2009-12-05,14,1,1,Manu Ginóbili,26
2009-12-07,5,3,2,Manu Ginóbili,26
2009-12-09,20,3,2,Manu Ginóbili,26
2009-12-11,22,2,4,Manu Ginóbili,26
2009-12-13,17,3,3,Manu Ginóbili,26
2009-12-15,7,6,5,Manu Ginóbili,26
2009-12-16,8,5,5,Manu Ginóbili,26
2009-12-19,13,2,3,Manu Ginóbili,26
2009-12-21,7,4,2,Manu Ginóbili,26
2009-12-23,7,4,4,Manu Ginóbili,26
2009-12-26,13,8,3,Manu Ginóbili,26
2009-12-27,17,3,4,Manu Ginóbili,26
2009-12-29,14,10,9,Manu Ginóbili,26
2009-12-31,18,4,4,Manu Ginóbili,26
2010-01-02,10,3,4,Manu Ginóbili,26
2010-01-03,7,4,7,Manu Ginóbili,26
2010-01-06,16,5,0,Manu Ginóbili,26
2010-01-08,12,7,5,Manu Ginóbili,26
2010-01-10,21,3,3,Manu Ginóbili,26
2010-01-12,9,6,2,Manu Ginóbili,26
2010-01-13,2,7,4,Manu Ginóbili,26
2010-01-15,11,6,3,Manu Ginóbili,26
2010-01-16,9,7,4,Manu Ginóbili,26
2010-01-18,11,6,6,Manu Ginóbili,26
2010-01-20,22,8,5,Manu Ginóbili,26
2010-01-22,15,2,6,Manu Ginóbili,26
2010-01-25,14,2,6,Manu Ginóbili,26
2010-01-27,14,6,2,Manu Ginóbili,26
2010-01-29,14,7,4,Manu Ginóbili,26
2010-01-31,14,9,5,Manu Ginóbili,26
2010-02-03,20,6,3,Manu Ginóbili,26
2010-02-04,21,5,3,Manu Ginóbili,26
2010-02-06,9,1,2,Manu Ginóbili,26
2010-02-08,21,2,1,Manu Ginóbili,26
2010-02-11,15,6,6,Manu Ginóbili,26
2010-02-17,18,7,6,Manu Ginóbili,26
2010-02-19,24,4,3,Manu Ginóbili,26
2010-02-21,21,5,1,Manu Ginóbili,26
2010-02-24,26,4,9,Manu Ginóbili,26
2010-02-26,8,4,10,Manu Ginóbili,26
2010-02-28,21,8,6,Manu Ginóbili,26
2010-03-01,13,8,4,Manu Ginóbili,26
2010-03-05,16,5,5,Manu Ginóbili,26
2010-03-06,17,6,1,Manu Ginóbili,26
2010-03-08,38,5,7,Manu Ginóbili,26
2010-03-10,28,5,6,Manu Ginóbili,26
2010-03-12,6,7,2,Manu Ginóbili,26
2010-03-13,14,6,3,Manu Ginóbili,26
2010-03-16,22,1,5,Manu Ginóbili,26
2010-03-17,18,3,3,Manu Ginóbili,26
2010-03-19,23,11,2,Manu Ginóbili,26
2010-03-21,38,6,1,Manu Ginóbili,26
2010-03-22,21,5,5,Manu Ginóbili,26
2010-03-24,24,2,4,Manu Ginóbili,26
2010-03-26,30,6,6,Manu Ginóbili,26
2010-03-28,28,7,3,Manu Ginóbili,26
2010-03-31,18,10,3,Manu Ginóbili,26
2010-04-02,43,5,6,Manu Ginóbili,26
2010-04-04,32,5,5,Manu Ginóbili,26
2010-04-06,16,6,1,Manu Ginóbili,26
2010-04-07,10,4,3,Manu Ginóbili,26
2010-04-09,26,5,8,Manu Ginóbili,26
2010-04-10,15,7,3,Manu Ginóbili,26
2010-04-12,8,4,2,Manu Ginóbili,26
2009-10-28,25,2,3,Chauncey Billups,27
2009-10-29,22,6,4,Chauncey Billups,27
2009-11-01,22,12,3,Chauncey Billups,27
2009-11-03,24,2,4,Chauncey Billups,27
2009-11-04,12,5,3,Chauncey Billups,27
2009-11-06,6,2,0,Chauncey Billups,27
2009-11-07,27,7,3,Chauncey Billups,27
2009-11-10,17,6,2,Chauncey Billups,27
2009-11-11,19,5,2,Chauncey Billups,27
2009-11-13,6,8,2,Chauncey Billups,27
2009-11-17,7,10,2,Chauncey Billups,27
2009-11-20,5,7,3,Chauncey Billups,27
2009-11-21,21,5,4,Chauncey Billups,27
2009-11-24,5,7,4,Chauncey Billups,27
2009-11-25,19,5,3,Chauncey Billups,27
2009-11-27,32,8,4,Chauncey Billups,27
2009-11-29,14,3,4,Chauncey Billups,27
2009-12-01,22,8,3,Chauncey Billups,27
2009-12-03,13,7,3,Chauncey Billups,27
2009-12-05,18,5,2,Chauncey Billups,27
2009-12-07,31,8,8,Chauncey Billups,27
2009-12-08,14,1,0,Chauncey Billups,27
2009-12-10,21,2,1,Chauncey Billups,27
2009-12-12,24,8,1,Chauncey Billups,27
2009-12-14,12,7,1,Chauncey Billups,27
2009-12-16,15,3,0,Chauncey Billups,27
2009-12-25,10,5,2,Chauncey Billups,27
2010-01-08,23,5,1,Chauncey Billups,27
2010-01-09,27,3,3,Chauncey Billups,27
2010-01-11,18,10,3,Chauncey Billups,27
2010-01-13,24,5,1,Chauncey Billups,27
2010-01-17,29,4,5,Chauncey Billups,27
2010-01-20,37,8,8,Chauncey Billups,27
2010-01-21,20,6,3,Chauncey Billups,27
2010-01-23,20,9,5,Chauncey Billups,27
2010-01-25,27,11,6,Chauncey Billups,27
2010-01-27,21,4,4,Chauncey Billups,27
2010-01-29,19,7,5,Chauncey Billups,27
2010-01-31,25,11,6,Chauncey Billups,27
2010-02-01,23,9,1,Chauncey Billups,27
2010-02-03,11,4,1,Chauncey Billups,27
2010-02-05,39,8,4,Chauncey Billups,27
2010-02-09,16,6,1,Chauncey Billups,27
2010-02-11,17,7,2,Chauncey Billups,27
2010-02-18,18,8,1,Chauncey Billups,27
2010-02-19,28,2,3,Chauncey Billups,27
2010-02-21,26,7,4,Chauncey Billups,27
2010-02-25,37,9,6,Chauncey Billups,27
2010-02-26,25,2,2,Chauncey Billups,27
2010-02-28,17,4,5,Chauncey Billups,27
2010-03-01,21,4,2,Chauncey Billups,27
2010-03-03,13,5,2,Chauncey Billups,27
2010-03-05,14,2,6,Chauncey Billups,27
2010-03-07,21,5,4,Chauncey Billups,27
2010-03-10,25,3,3,Chauncey Billups,27
2010-03-12,21,7,1,Chauncey Billups,27
2010-03-13,22,4,4,Chauncey Billups,27
2010-03-15,17,4,2,Chauncey Billups,27
2010-03-16,10,2,0,Chauncey Billups,27
2010-03-18,10,8,3,Chauncey Billups,27
2010-03-20,29,3,4,Chauncey Billups,27
2010-03-23,25,6,1,Chauncey Billups,27
2010-03-24,12,6,7,Chauncey Billups,27
2010-03-26,18,4,2,Chauncey Billups,27
2010-03-28,18,5,5,Chauncey Billups,27
2010-03-29,11,6,3,Chauncey Billups,27
2010-04-01,21,6,4,Chauncey Billups,27
2010-04-03,14,6,3,Chauncey Billups,27
2010-04-07,29,4,8,Chauncey Billups,27
2010-04-08,12,6,4,Chauncey Billups,27
2010-04-10,27,3,2,Chauncey Billups,27
2010-04-12,11,7,4,Chauncey Billups,27
2010-04-13,16,0,3,Chauncey Billups,27
2009-10-28,21,2,16,Chris Bosh,28
2009-10-30,37,4,12,Chris Bosh,28
2009-11-01,35,1,16,Chris Bosh,28
2009-11-04,25,1,8,Chris Bosh,28
2009-11-06,27,2,7,Chris Bosh,28
2009-11-07,26,1,12,Chris Bosh,28
2009-11-09,32,1,10,Chris Bosh,28
2009-11-11,28,2,11,Chris Bosh,28
2009-11-13,21,6,14,Chris Bosh,28
2009-11-15,25,2,10,Chris Bosh,28
2009-11-17,13,1,14,Chris Bosh,28
2009-11-18,32,0,17,Chris Bosh,28
2009-11-20,29,1,12,Chris Bosh,28
2009-11-22,22,0,5,Chris Bosh,28
2009-11-24,16,4,12,Chris Bosh,28
2009-11-25,18,0,14,Chris Bosh,28
2009-11-27,20,1,13,Chris Bosh,28
2009-11-29,30,0,17,Chris Bosh,28
2009-12-01,22,2,14,Chris Bosh,28
2009-12-02,2,0,5,Chris Bosh,28
2009-12-04,31,4,16,Chris Bosh,28
2009-12-05,25,2,12,Chris Bosh,28
2009-12-08,21,1,15,Chris Bosh,28
2009-12-09,26,2,10,Chris Bosh,28
2009-12-11,14,3,10,Chris Bosh,28
2009-12-13,27,3,6,Chris Bosh,28
2009-12-15,28,4,2,Chris Bosh,28
2009-12-16,20,3,6,Chris Bosh,28
2009-12-18,16,2,8,Chris Bosh,28
2009-12-20,25,2,11,Chris Bosh,28
2009-12-23,12,1,9,Chris Bosh,28
2009-12-27,25,1,16,Chris Bosh,28
2009-12-30,33,2,13,Chris Bosh,28
2010-01-02,25,1,9,Chris Bosh,28
2010-01-03,22,3,15,Chris Bosh,28
2010-01-06,18,2,12,Chris Bosh,28
2010-01-08,29,6,9,Chris Bosh,28
2010-01-10,31,4,13,Chris Bosh,28
2010-01-11,27,2,10,Chris Bosh,28
2010-01-15,18,1,4,Chris Bosh,28
2010-01-17,23,2,13,Chris Bosh,28
2010-01-19,21,3,10,Chris Bosh,28
2010-01-20,44,4,12,Chris Bosh,28
2010-01-22,17,3,7,Chris Bosh,28
2010-01-24,18,2,13,Chris Bosh,28
2010-01-27,24,4,18,Chris Bosh,28
2010-01-28,27,0,15,Chris Bosh,28
2010-01-31,26,7,15,Chris Bosh,28
2010-02-02,35,3,15,Chris Bosh,28
2010-02-03,20,4,9,Chris Bosh,28
2010-02-07,36,5,11,Chris Bosh,28
2010-02-10,23,3,12,Chris Bosh,28
2010-02-17,32,4,10,Chris Bosh,28
2010-03-07,12,1,12,Chris Bosh,28
2010-03-09,22,4,7,Chris Bosh,28
2010-03-10,14,3,5,Chris Bosh,28
2010-03-13,24,5,11,Chris Bosh,28
2010-03-14,28,2,7,Chris Bosh,28
2010-03-17,14,4,10,Chris Bosh,28
2010-03-19,22,0,10,Chris Bosh,28
2010-03-20,36,1,8,Chris Bosh,28
2010-03-22,21,0,10,Chris Bosh,28
2010-03-24,20,3,8,Chris Bosh,28
2010-03-26,18,5,12,Chris Bosh,28
2010-03-28,19,3,6,Chris Bosh,28
2010-03-29,22,2,11,Chris Bosh,28
2010-03-31,34,1,11,Chris Bosh,28
2010-04-03,28,7,12,Chris Bosh,28
2010-04-04,42,0,13,Chris Bosh,28
2010-04-06,2,1,1,Chris Bosh,28
2009-10-28,17,4,4,Stephen Jackson,29
2009-10-30,13,2,0,Stephen Jackson,29
2009-11-04,20,6,2,Stephen Jackson,29
2009-11-06,17,2,6,Stephen Jackson,29
2009-11-08,21,2,2,Stephen Jackson,29
2009-11-09,10,15,6,Stephen Jackson,29
2009-11-11,7,3,2,Stephen Jackson,29
2009-11-13,23,3,8,Stephen Jackson,29
2009-11-14,21,5,5,Stephen Jackson,29
2009-11-16,13,2,9,Stephen Jackson,29
2009-11-18,26,5,5,Stephen Jackson,29
2009-11-20,22,2,4,Stephen Jackson,29
2009-11-22,10,4,7,Stephen Jackson,29
2009-11-25,23,6,2,Stephen Jackson,29
2009-11-27,17,4,2,Stephen Jackson,29
2009-11-28,11,4,6,Stephen Jackson,29
2009-12-01,11,2,5,Stephen Jackson,29
2009-12-04,28,2,4,Stephen Jackson,29
2009-12-05,13,4,1,Stephen Jackson,29
2009-12-08,25,6,7,Stephen Jackson,29
2009-12-11,23,2,5,Stephen Jackson,29
2009-12-12,28,1,7,Stephen Jackson,29
2009-12-15,24,4,4,Stephen Jackson,29
2009-12-16,22,3,5,Stephen Jackson,29
2009-12-19,18,3,4,Stephen Jackson,29
2009-12-20,10,1,1,Stephen Jackson,29
2009-12-22,13,4,8,Stephen Jackson,29
2009-12-26,24,5,8,Stephen Jackson,29
2009-12-28,12,3,5,Stephen Jackson,29
2009-12-30,30,5,2,Stephen Jackson,29
2010-01-02,35,2,8,Stephen Jackson,29
2010-01-03,22,2,4,Stephen Jackson,29
2010-01-05,25,3,3,Stephen Jackson,29
2010-01-07,26,3,7,Stephen Jackson,29
2010-01-09,15,5,8,Stephen Jackson,29
2010-01-12,43,3,8,Stephen Jackson,29
2010-01-15,16,3,7,Stephen Jackson,29
2010-01-16,29,8,5,Stephen Jackson,29
2010-01-18,11,4,2,Stephen Jackson,29
2010-01-20,24,4,1,Stephen Jackson,29
2010-01-22,24,2,6,Stephen Jackson,29
2010-01-23,15,2,5,Stephen Jackson,29
2010-01-25,22,4,2,Stephen Jackson,29
2010-01-26,30,5,9,Stephen Jackson,29
2010-01-29,30,4,4,Stephen Jackson,29
2010-01-30,13,8,6,Stephen Jackson,29
2010-02-01,23,4,4,Stephen Jackson,29
2010-02-03,30,4,7,Stephen Jackson,29
2010-02-06,26,6,4,Stephen Jackson,29
2010-02-09,22,2,5,Stephen Jackson,29
2010-02-10,33,5,4,Stephen Jackson,29
2010-02-16,15,5,2,Stephen Jackson,29
2010-02-19,29,4,8,Stephen Jackson,29
2010-02-20,35,5,5,Stephen Jackson,29
2010-02-22,7,5,6,Stephen Jackson,29
2010-02-24,16,4,5,Stephen Jackson,29
2010-02-26,32,4,11,Stephen Jackson,29
2010-03-01,20,4,7,Stephen Jackson,29
2010-03-03,8,1,4,Stephen Jackson,29
2010-03-05,21,4,2,Stephen Jackson,29
2010-03-06,12,1,6,Stephen Jackson,29
2010-03-09,17,2,2,Stephen Jackson,29
2010-03-10,24,2,10,Stephen Jackson,29
2010-03-12,24,6,2,Stephen Jackson,29
2010-03-14,28,6,6,Stephen Jackson,29
2010-03-16,20,6,9,Stephen Jackson,29
2010-03-17,20,5,5,Stephen Jackson,29
2010-03-19,19,4,4,Stephen Jackson,29
2010-03-20,18,1,5,Stephen Jackson,29
2010-03-23,16,3,7,Stephen Jackson,29
2010-03-24,37,3,5,Stephen Jackson,29
2010-03-26,20,2,4,Stephen Jackson,29
2010-03-29,18,3,5,Stephen Jackson,29
2010-03-31,16,2,2,Stephen Jackson,29
2010-04-02,32,1,5,Stephen Jackson,29
2010-04-03,8,5,3,Stephen Jackson,29
2010-04-06,15,4,4,Stephen Jackson,29
2010-04-07,29,5,4,Stephen Jackson,29
2010-04-10,14,3,6,Stephen Jackson,29
2010-04-12,17,2,9,Stephen Jackson,29
2010-04-14,14,1,3,Stephen Jackson,29
2009-10-28,25,6,0,Joe Johnson,30
2009-10-30,17,6,5,Joe Johnson,30
2009-11-01,27,4,9,Joe Johnson,30
2009-11-03,19,3,8,Joe Johnson,30
2009-11-04,26,4,8,Joe Johnson,30
2009-11-06,13,1,3,Joe Johnson,30
2009-11-07,22,5,7,Joe Johnson,30
2009-11-11,19,5,7,Joe Johnson,30
2009-11-13,24,3,7,Joe Johnson,30
2009-11-14,26,7,5,Joe Johnson,30
2009-11-16,35,9,3,Joe Johnson,30
2009-11-18,30,3,2,Joe Johnson,30
2009-11-20,19,9,6,Joe Johnson,30
2009-11-21,14,3,5,Joe Johnson,30
2009-11-26,22,2,7,Joe Johnson,30
2009-11-27,9,2,4,Joe Johnson,30
2009-11-29,10,3,2,Joe Johnson,30
2009-12-02,12,11,6,Joe Johnson,30
2009-12-04,29,8,8,Joe Johnson,30
2009-12-05,31,3,7,Joe Johnson,30
2009-12-09,12,5,5,Joe Johnson,30
2009-12-11,20,5,3,Joe Johnson,30
2009-12-13,21,10,3,Joe Johnson,30
2009-12-16,26,3,8,Joe Johnson,30
2009-12-18,12,7,9,Joe Johnson,30
2009-12-19,40,4,6,Joe Johnson,30
2009-12-22,21,6,3,Joe Johnson,30
2009-12-23,16,9,5,Joe Johnson,30
2009-12-26,24,1,2,Joe Johnson,30
2009-12-29,15,4,2,Joe Johnson,30
2009-12-30,35,3,4,Joe Johnson,30
2010-01-01,28,5,8,Joe Johnson,30
2010-01-04,11,3,6,Joe Johnson,30
2010-01-06,20,5,0,Joe Johnson,30
2010-01-08,12,8,3,Joe Johnson,30
2010-01-09,7,3,5,Joe Johnson,30
2010-01-11,36,1,3,Joe Johnson,30
2010-01-13,24,2,5,Joe Johnson,30
2010-01-15,19,6,6,Joe Johnson,30
2010-01-18,23,5,1,Joe Johnson,30
2010-01-20,17,7,3,Joe Johnson,30
2010-01-22,19,7,1,Joe Johnson,30
2010-01-25,20,4,6,Joe Johnson,30
2010-01-27,31,2,4,Joe Johnson,30
2010-01-29,27,1,5,Joe Johnson,30
2010-01-30,19,7,6,Joe Johnson,30
2010-02-02,37,3,4,Joe Johnson,30
2010-02-03,34,4,2,Joe Johnson,30
2010-02-05,18,2,5,Joe Johnson,30
2010-02-09,11,5,0,Joe Johnson,30
2010-02-10,16,3,4,Joe Johnson,30
2010-02-17,18,3,2,Joe Johnson,30
2010-02-19,19,2,9,Joe Johnson,30
2010-02-21,31,3,5,Joe Johnson,30
2010-02-22,28,6,6,Joe Johnson,30
2010-02-24,21,5,3,Joe Johnson,30
2010-02-26,27,10,5,Joe Johnson,30
2010-02-28,24,4,6,Joe Johnson,30
2010-03-01,14,3,9,Joe Johnson,30
2010-03-03,18,5,3,Joe Johnson,30
2010-03-05,10,8,1,Joe Johnson,30
2010-03-06,20,4,4,Joe Johnson,30
2010-03-08,22,5,4,Joe Johnson,30
2010-03-11,18,5,7,Joe Johnson,30
2010-03-13,26,5,4,Joe Johnson,30
2010-03-19,18,4,3,Joe Johnson,30
2010-03-21,20,13,4,Joe Johnson,30
2010-03-22,27,3,6,Joe Johnson,30
2010-03-24,17,8,6,Joe Johnson,30
2010-03-26,20,6,5,Joe Johnson,30
2010-03-28,14,4,5,Joe Johnson,30
2010-03-31,25,8,3,Joe Johnson,30
2010-04-02,13,5,3,Joe Johnson,30
2010-04-09,18,7,3,Joe Johnson,30
2010-04-10,20,3,4,Joe Johnson,30
2010-04-12,31,3,7,Joe Johnson,30
